eis_id,title,document,epa_comment_letter_date,federal_register_date,agency,state
79090,Illinois Route 3 (FAP-14) Relocation  Improved Transportation from Sauget to Venice  Funding  NPDES Permit and COE Section 404 Permit  Madison and St. Clair Counties  IL,Final,08/09/2001,07/13/2001,Federal Highway Administration,IL
79089,Shelby Avenue/Demonbreum Street Corridor  from I-65 North to I-40 West in Downtown Nashville  Funding  U.S. Coast Guard Permit and COE Section 404 Permit  Davidson County  TN,Draft,05/20/1996,04/05/1996,Federal Highway Administration,TN
79088,I- 93 Highway Improvements  Salem to Manchester  Funding  NPDES and and US ArmyCOE Section 404 Permits Issuance  Hillsborough and Rockingham Counties  NH,Draft,12/16/2002,10/04/2002,Federal Highway Administration,NH
79087,Lake Arterial Extension  WI-TH-31 to Layton Avenue  Funding and Possible COE Section 404 Permit  Kenosha  Racine and Milwaukee Counties  WI,Final,10/19/1994,09/16/1994,Federal Highway Administration,WI
79086,US-220 Connecting the Star/Biscoe/Candor Bypass  Improvement  Funding  Right-of-Way  Possible COE Permit  Montgomery and Richmond County  NC,Draft,10/28/1991,09/13/1991,Federal Highway Administration,NC
79085,Legacy Parkway Project  Construction from I-215 at 2100 North in Salt Lake City to I-15 and US 89 near Farmington  Funding and COE Section 404 Permit  Salt Lake and Davis Counties  UT,Draft,01/06/1999,10/02/1998,Federal Highway Administration,UT
79084,Southeast High Speed Rail Corridor Transportation Study to Examine Incremental Development of a High Speed Passenger Service along existing Railroad Rights-of-Way from Washington  DC through Richmond  VA and Raleigh  NC to Charlotte  NC; DC  VA and NC,Draft,12/14/2001,10/19/2001,Federal Highway Administration,Multi
79083,CA-237 Upgrading to Freeway Standards  Mathilda Avenue to I-880  Funding and 404 Permit  Santa Clara County  CA,Draft,07/19/1989,02/10/1989,Federal Highway Administration,CA
79082,US 151/Fond du Lac Bypass Construction  US 151 and CTH 'D' to US 151 and WI-149  Funding  Fond du Lac County  WI,Final,"",04/05/1996,Federal Highway Administration,WI
79081,Kahekili Highway/US-83 Widening  Likelike Highway/ US-63 to Kamehameha Highway and Interchange Construction at Likelike Highway/US-63  Funding  Island of Oahu  City and County of Honolulu  HI,Final,11/16/1990,11/02/1990,Federal Highway Administration,HI
79080,US 421 Highway Improvements  East of Secondary Road 2433 to West of I-77  Funding and Possible COE 404 Permit  Wilkes and Yadkin Counties  NC,Final,02/22/1995,02/03/1995,Federal Highway Administration,NC
79079,I-5/196th Street SW/WA-524 Interchange Project  Improvements  Funding  NPDES and COE Section 404 Permits  Snohomish County  WA,Final,04/26/1994,04/22/1994,Federal Highway Administration,WA
79078,US 22 (S.R. 0022 - Section C02) Highway Improvement  US 22 west of the Strodes Mills Area to US 322 near Lewistown  Funding and COE Section 404 Permit Issuance  Mifflin County  PA,Draft,06/30/1995,04/21/1995,Federal Highway Administration,PA
79077,Lackawanna Valley Industrial Highway Project  Reconstruction and Redevelopment  I-81 to Dunmore and US Route 6 in Whites Croosing north of Carbondale  Funding and COE Section 404 Permit  Lackawanna Valley  Lackawanna County  PA,Final,01/04/1993,12/04/1992,Federal Highway Administration,PA
79076,Stewart Airport Access Transportation Improvement Project  A New Interchange on I-84 at Drury Lane  Reconstruction of Drury Lane and a new East-West Connector Road from Drury Lane to Stewart International Airport  Funding  Towns of Montgomery  Newburgh and  New Windsor  Orange County  NY,Draft,06/17/1999,04/09/1999,Federal Highway Administration,NY
79075,Butte 70/149/99/191 Highway Improvement Project  Upgrade State Route 149 to a Four-lane Expressway  From 70 North of Oroville to Route 99 South of Chico  Right-of-Way Acquisition  Funding  Endangered Species Act Section 7 and COE Section 404 Permit  Butte County  CA,Draft,07/30/2002,06/14/2002,Federal Highway Administration,CA
79074,Las Vegas Beltway Southern Segment Construction  US 93/Boulder Highway in the City of Henderson to the intersection of Durango Drive and Tropicana Avenue on the West  Funding  Section 10 and 404 Permits  Clark County  NV,Final,07/29/1992,07/02/1992,Federal Highway Administration,NV
79073,Elgin-O-Hare Highway/FAP Route 426 Improvement  U.S. 20/Lake Street and Lovell Road to the proposed West O'Hare Expressway near Yord Road and Thorndale Avenue  Funding and COE Section 404 Permit  Cook and DuPage Counties  IL,Final,08/10/1990,07/06/1990,Federal Highway Administration,IL
79072,WA-522 Transportation Improvements  WA-9 near Woodinville to WA-2 in Monroe  Funding  U.S. CGD Permit and Section 10 and 404 Permits  Snohomish River Bridge  Snohomish County  WA,Draft,08/20/1992,07/02/1992,Federal Highway Administration,WA
79071,Norman H. Bangerter Highway (Previously Known as the West Valley Highway) 12600 South Street to I-15  Funding and COE Section 404 Permit  in the Cities of Bluffdale  Riverton and Draper  Salt Lake County  UT,Final,04/02/1997,03/14/1997,Federal Highway Administration,UT
79070,Groton-New London Airport  Construction of Runway 5-23 Safety Area  Permits and Approvals  Town of Groton  New London County  CT,Draft,05/09/2002,03/15/2002,Federal Highway Administration,CT
79069,FAP Route 340 Transportation Project  Construction from I-55 to I-80  Funding  US Coast Guard Permit and COE Section 404 Permit  Cook  Dupage and Will Counties  IL.,Final,03/18/1996,03/01/1996,Federal Highway Administration,IL
79068,Pacific Coast/CA-1 Widening  CA-55 to Golden West St.  404 Permit  CA,Final,05/18/1987,04/17/1987,Federal Highway Administration,CA
79067,I-880 Interchange at Dixon Landing Road Reconstruction Improvements  Funding and COE Section 404 Permit  Fremont  Milpitas  Alameda and Santa Clara Counties  CA,Draft,10/21/1997,08/22/1997,Federal Highway Administration,CA
79066,TH-77/I-494 Improvements  TH-77/Cedar Avenue from 70th Street to 86th and I-494 from West 12th Avenue to East 34th Avenue  Funding  Bloomington and Richfield Cities  Hennepin County  MN,Final,09/08/1987,07/31/1987,Federal Highway Administration,MN
79065,Omaha Northwest Connector/aorensen Parkway Improvements  Construction between 72nd Street and Blair High Road and south of I-680  Funding and COE Section 404 Permit  City of Omaha  Douglas County  NB,Draft,07/07/1993,06/11/1993,Federal Highway Administration,NB
79064,PR-26/Baldorioty De Castro Avenue Freeway Construction  KM. 2.87 to KM. 8.2  Funding  Municipalities of San Juan and Carolina  PR,Draft,04/19/1989,02/10/1989,Federal Highway Administration,PR
79063,MD-28 Improvements  MD-124 to I-270 Funding and 404 Permit  Montgomery County  MD,Final,07/15/1988,06/17/1988,Federal Highway Administration,MD
79062,MD-100 Extension  US 29 to I-95  Funding and 404 Permit  Howard County  MD,Final,09/25/1989,08/25/1989,Federal Highway Administration,MD
79061,US-7 Expressway Project  Construction between CA-98 to Interstate 8  Improve Access to the new Calexico East Port of Entry  Funding and COE Section 404 Permit  Imperial County  CA,Draft,02/02/1999,11/27/1998,Federal Highway Administration,CA
79060,US 220 Construction  Steed to Ulah Connection  Funding  Randolph and Montgomery Counties  NC,Draft,12/31/1987,11/06/1987,Federal Highway Administration,NC
79059,Tier 1 FEIS - Minnesota Trunk Highway-371 (MN-TH-371) Relocation across the Mississippi River  MN-TH-371 in Barrows to MN-TH-210 in Baxter  Funding and COE Section 404 Permit  Crow Wing County  MN,Final,"",11/04/1994,Federal Highway Administration,MN
79058,WA-104/Edmonds Crossing Project  Connecting Ferries  Bus and Rail  Funding  NPDESs Permit and COE Section 10 and 404 Permit  City of Edmonds  Snohomish County  WA,Draft,05/08/1998,03/13/1998,Federal Highway Administration,WA
79057,Fore River Bridge/Million Dollar Bridge/ME-77 Rehabilitation or Replacement  Broadway in South Portland to York Street in Portland  Section 10 and 404 Permits  USCG Bridge Permit and Funding  Fore River  Cumberland County  ME Published FR 11-10-88 - Revie,Final,12/14/1988,11/10/1988,Federal Highway Administration,ME
79056,Warren Road Extension  MD-45/York Road to I-83/ Harrisburg Expressway  Funding and 404 Permit  Baltimore County  MD,Final,02/29/1988,01/29/1988,Federal Highway Administration,MD
79055,CA-150/Rincon Creek Two Bridges Replacement  1.0 mile east_of CA-101 to 1.9 miles_east of CA-101  Funding  Santa Barbara and Ventura Counties  CA,Draft,01/11/1991,11/16/1990,Federal Highway Administration,CA
79054,Patton Island Bridge and Approach Roads Construction  crossing the Tennessee River and connecting the cities of Florence and Muscle Shoals  Funding  404 Permit  TVA Permit  and CGD Bridge Permit  Colbert and Lauderdale Counties  AL,Draft,12/29/1989,11/03/1989,Federal Highway Administration,AL
79053,Fayetteville Outer Loop Corridor Study  Transportation Improvement Program (TIP) Cape Fear River  Cumberland  Hoke and Robeson Counties  NC,Draft,09/07/1999,07/23/1999,Federal Highway Administration,NC
79052,US-63 Eddyville Bypass Transportation Improvements  Funding and COE Section 404 Permit  the City of Eddyville  Mahaska  Monroe and Wapello Counties  IA,Final,"",09/25/1998,Federal Highway Administration,IA
79051,I-30/I-35W Interchange Improvements  Forest Park Boulevard to Riverside Drive and Hattie Street to Luella Street  Funding  Tarrant County,Draft,12/11/1989,11/17/1989,Federal Highway Administration,TX
79050,Territorial Route 50 in Pago Pago Park  Contruction  Funding  US Coast Guard Bridge Permit  and COE Section 10 and 404 Permits  Island of Tutuila  AS Published FR - 08-07-92 Due Date Correction,Final,09/07/1992,08/07/1992,Federal Highway Administration,AS
79049,Cross-Base Highway Project  New Roadway Construction between I-5 at the Thorne Lane Interchange and WA-7 at 176th Street South  Major Investment Study (MIS)  COE Section 404 Permit  Pierce County  WA,Draft,07/13/1998,05/15/1998,Federal Highway Administration,WA
79048,Long Island Expressway (I-495)/Seaford - Oyster Bay Expressway (NY-135) Interchange Project  Improvements between Exit 43 South Oyster Bay Road to Exit 46 Sunnyside Boulevard  Funding and NPDES Permit  Town of Oyster Bay  Nassau County  NY,Draft,08/20/1993,06/18/1993,Federal Highway Administration,NY
79047,Interstate 29 Reconstruction Project  Improvements from Rose Coulee to Cass County Road No. 20  Funding  City of Fargo  ND,Final,02/24/2000,02/25/2000,Federal Highway Administration,ND
79046,Ventura County Routes 23 and 118 Freeway Gap Closure  Rt-23 Freeway at New Los Angeles Avenue to Rt-118 Freeway at College View Avenue  Funding  404 Permit  Moorpark City  Ventura County  CA,Draft,09/30/1987,08/21/1987,Federal Highway Administration,CA
79045,US 53 Improvements  Trego to Kent Road  Funding and Section 404 Permit  Washburn and Douglas Counties  WI,Draft,03/19/1990,01/19/1990,Federal Highway Administration,WI
79044,CA-41 Route Adoption of Alignment Project  between El Paso Avenue and CA-145  Funding  Right-of-Way Acquisition and COE Section 404 Permit  Fresno and Madera Counties  CA,Draft,10/24/1994,09/09/1994,Federal Highway Administration,CA
79043,CA-76 Bypass Expressway Construction  I-5 to Mission Avenue Near Frontier Drive  Funding and 404 Permit  City of Oceanside  San Diego County  CA,Final,07/31/1989,06/30/1989,Federal Highway Administration,CA
79042,I-25/I-40 Interchange and Adjacent Sections of I-25 and I-40  Dr. Martin Luther King  Jr. Avenue to Comache Road and Carlise Boulvard to South Street  Reconstruction  Funding and Right-of-Way Acquisition  Bernalillo County  NM,Draft,06/23/1998,05/15/1998,Federal Highway Administration,NM
79041,Pima Freeway - Loop 101  Construction  I-17 and Scottsdale Road  Funding  NPDES and COE Section 404 Permits  Maricopa County  AZ,Draft,05/22/1995,04/14/1995,Federal Highway Administration,AZ
79040,CA-125/54 Freeway Transportation Project  Construction  west of Worthington Street  County of San Diego to CA-94 in the City of Lemon Grove  Funding and Section 404 Permit  Regional Tranportation Plan (RTP)  San Diego County  CA,Final,12/08/1994,11/18/1994,Federal Highway Administration,CA
79039,Mount Hood Corridor Study  US 26 Rhododendron to OR-35 Junction  Improvements  Funding  Clackamas County  OR,Final,04/02/1999,03/19/1999,Federal Highway Administration,OR
79038,South Lawrence Trafficway Construction  Kansas Turnpike/I-70 to K-10/Noria Road  Funding  404 Permit  Right-of-Way Acquisition  Douglas County  KS,Final,03/05/1990,02/02/1990,Federal Highway Administration,KS
79037,I-94 Corridor Improvements  Horace Road to US 75  Funding  COE Section 404 Permit and U.S. Coast Guard Permit  Cass County  ND and Clay County  MN,Draft,03/31/1989,02/10/1989,Federal Highway Administration,ND
79036,I-94BL/Michigan Avenue Improvement  Dickman Road to Columbia Avenue  Funding  Calhoun County  MI,Final,02/06/1991,03/01/1991,Federal Highway Administration,MI
79035,Glenn Highway Improvement  Village of Eklutna to Parks Highway  Funding and Section 404/10 Permit  Muncipality of Anchorage  Matanuska-Susitna Borough  AK,Draft,04/21/1988,02/26/1988,Federal Highway Administration,AK
79034,Tunkhannock Transportation Improvement Project  Improvement along US-6 (S.R.0006 Section E12) through the Borough of Tunkhannock and Tunkhannock Township  Possible COE Section 404 Permit  Wyoming County  PA,Draft,04/09/1997,02/07/1997,Federal Highway Administration,PA
79033,Paseo del Volcon Corridor  Acquisition of Right-of-Way and Construction of Roadway  from the Intersection of I-40 to Intersection of NM-44 near the Town of Bernalillo  Bernalillo and Sandoval Counties  NM,Draft,03/03/1998,01/30/1998,Federal Highway Administration,NM
79032,Smith Creek Parkway and Downtown Spur Construction  US 117 to US 74  Wilmington  Updated and Additional Information  Funding  US Coast Guard Bridge Permit  COE Section 10 and 404 Permits  New Hanover County  NC,Draft Supplement,06/25/1990,05/04/1990,Federal Highway Administration,NC
79031,Eastern Pleasure Island Hurrican Evacuation Route Construction  AL-182 in Orange Beach to CR-95 near CR-20 (on the mainland) and CR-95 near CR-20 to I-10  Funding and US Coast Guard Bridge and COE Section 404 Permits Issuance  Baldwin County  AL,Final,01/13/1997,12/13/1996,Federal Highway Administration,AL
79030,Southeast Arkansas I-69 Connector  Transportation Improvement  Funding  Drew  Lincoln  Cleveland and Jefferson Counties  AR,Draft,04/19/2001,02/23/2001,Federal Highway Administration,AR
79029,Great River Bridge  Construction  US 65 in Arkansas to MS-8 in Mississippi  Funding  COE Section 404 Permit and US Coast Guard Bridge Permit  Desha and Arkansas Counties  AR and Bolivar County  MS,Draft,01/03/1997,11/15/1996,Federal Highway Administration,""
